시도,시군구,읍면,동리,단지코드,단지명,단지분류,법정동주소,우편번호,도로명주소,분양형태,사용승인일,가입일,동수,세대수,분양세대수,임대세대수,임대세대수(공공),임대세대수(민간),관리방식,난방방식,복도유형,시공사,시행사,주택관리업자,주택관리업자 사업자등록번호,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,청소관리-계약업체,음식물 처리방법,소독관리-관리방식,소독관리-계약업체,연간소독횟수,소독방법,건물구조,전기-수전용량,전기-세대전기계약방식,전기안전관리자선임여부,화재수신반방식,급수방식,승강기관리-관리방식,승강기(승객용),승강기(화물용),승강기(승객+화물),승강기(장애인),승강기(비상용),승강기(기타),총주차대수,지상주차대수,지하주차대수,CCTV대수,홈네트워크,긴급자동차 출입가능한 출입문,선택한출입문의 주차관제시스템,긴급전용번호판자동인식여부,긴급자동차 출입방법,긴급자동차 즉시통과,관리사무소 주소,관리사무소 연락처,관리사무소 팩스,부대복리시설,최고층수,최고층수(건축물대장상),지하층수,차량보유대수(전체),차량보유대수(전기차),전기충전기설치여부(지상),전기충전기설치여부(지하),전기차전용주차면수(지상),전기차전용주차면수(지하),외부인개방여부(지상),외부인개방여부(지하),이용가능시작시간(지상),이용가능시작시간(지하),이용종료시작시간(지상),이용종료시작시간(지하),전기차충전시설(상세),전기차 충전시설 설치대수(지상),전기차 충전시설 설치대수(지하),입주편의시설
서울특별시,도봉구,,방학동,A13282510,방학우성2차,아파트,서울특별시 도봉구 방학동 508 방학우성2차,1373.0,서울특별시 도봉구 해등로 307,분양,19930916.0,20090511,5,558.0,558.0,0.0,0,0.0,위탁관리,개별난방,계단식,(주)우성건설,금성연합직장주택조합,(주)동우개발,2108124699,위탁관리,5.0,위탁관리,8.0,백송종합관리,위탁관리,6.0,동진종합시스템,음식물쓰레기종량제,위탁관리,굿에어테크,4,"도포식,분무식",철근콘크리트구조,1750,단일계약,상주선임,P형,부스타방식,위탁관리,19.0,0.0,0.0,0.0,0.0,0.0,425.0,189.0,236.0,100.0,무,정문,무,,,가능,서울시 도봉구 방학동 해등로 307,029563282,029563283,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간",15,15.0,1.0,652.0,30.0,미설치,설치,0.0,9.0,,입주민전용,,24시 0분,,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|9|차지비|,0.0,9.0,없음
서울특별시,도봉구,,방학동,A10024463,방학지음재힐스,도시형 생활주택(주상복합),서울특별시 도봉구 방학동 717-2 방학지음재힐스,1332.0,서울특별시 도봉구 도봉로150다길 28,분양,20180112.0,20210128,1,187.0,187.0,0.0,0,0.0,위탁관리,개별난방,복도식,(주)도시공감,코리아신탁주식회사, , ,위탁관리,1.0,자치관리(직영),2.0,(주)듀델코리아,자치관리(직영),1.0,,거점장비수거방식,위탁관리,,12,분무식,철골철근콘크리트구조,950,종합계약,위탁선임,P형,부스타방식,위탁관리,3.0,0.0,0.0,0.0,0.0,0.0,102.0,8.0,94.0,68.0,무,후문,무,,,가능,서울시 도봉구 도봉로 150다길 28,029559936,029559937,"관리사무소, 자전거보관소",12,12.0,2.0,103.0,3.0,미설치,설치,0.0,5.0,,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|홈앤서비스 주식회사|,0.0,5.0,없음
서울특별시,도봉구,,방학동,A13276415,방학청구,아파트,서울특별시 도봉구 방학동 734 방학청구,1363.0,"서울특별시 도봉구 해등로 264,서울특별시 도봉구 시루봉로 71",분양,19940620.0,20090731,10,978.0,978.0,0.0,0,0.0,위탁관리,개별난방,계단식,(주)청구,(주)청구,대한종합개발(주),1148101215,위탁관리,8.0,위탁관리,14.0,태영종합건물관리(주),위탁관리,10.0,,음식물쓰레기종량제,위탁관리,,12,분무식,철근콘크리트구조,2250,단일계약,상주선임,R형,부스타방식,위탁관리,41.0,0.0,0.0,0.0,0.0,0.0,638.0,492.0,146.0,149.0,유,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울시 도봉구 시루봉로 71 방학청구아파트,0234910208,0234910209,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,15.0,0.0,1014.0,10.0,설치,설치,10.0,3.0,외부인허용,외부인허용,0시 0분,0시 0분,23시 59분,23시 59분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|10|차지비|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|차지비|",10.0,3.0,없음
서울특별시,도봉구,,방학동,A13202306,방학한화성원,아파트,서울특별시 도봉구 방학동 731 방학한화성원,1383.0,서울특별시 도봉구 방학로11길 10,분양,19960402.0,20090511,4,336.0,336.0,0.0,0,0.0,위탁관리,개별난방,혼합식,한화건설,(주)한화 건설부문 및 주택조합,인덕종합관리(주),2108119648,위탁관리,2.0,위탁관리,5.0,(주)한국경영관리,위탁관리,3.0,,차량수거방식,위탁관리,,12,"분무식,기구부착식",철근콘크리트구조,700,단일계약,위탁선임,P형,부스타방식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,233.0,103.0,130.0,37.0,무,정문,무,,,가능,서울시 도봉구 방학로 11길10,0234910486,0234912994,"관리사무소, 노인정, 어린이놀이터",15,15.0,0.0,333.0,6.0,미설치,설치,0.0,5.0,,입주민전용,,23시 0분,,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|(주)지커넥트|,0.0,5.0,없음
서울특별시,도봉구,,방학동,A13276417,벽산1,아파트,서울특별시 도봉구 방학동 275 벽산1,1383.0,서울특별시 도봉구 방학로11길 36,분양,19910902.0,20090918,4,489.0,489.0,0.0,0,0.0,위탁관리,개별난방,혼합식,벽산건설,벽산건설,서림주택관리(주),1088138338,위탁관리,5.0,위탁관리,8.0,(주)경진이앤지,위탁관리,4.0,,음식물쓰레기종량제,위탁관리,,4,도포식,철근콘크리트구조,950,단일계약,위탁선임,P형,부스타방식,위탁관리,12.0,0.0,0.0,0.0,0.0,0.0,310.0,310.0,0.0,43.0,무,정문,무,,,가능,서울시 도봉구 방학로 11길 36,0234919331,0234914575,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,15.0,0.0,310.0,2.0,미설치,미설치,0.0,0.0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
서울특별시,도봉구,,방학동,A13285401,브라운스톤 방학아파트,아파트,서울특별시 도봉구 방학동 713 브라운스톤 방학아파트,1335.0,서울특별시 도봉구 도봉로146길 36,분양,20030430.0,20090511,3,174.0,174.0,0.0,0,0.0,위탁관리,개별난방,계단식,이수건설,협동 현대 오성 재건축조합,(주)아주관리,2098134445,위탁관리,2.0,자치관리,2.0,,위탁관리(직영+위탁),2.0,,차량수거방식,위탁관리,성산산업개발,12,"도포식,분무식,기구부착식,독이식",철근콘크리트구조,809,단일계약,위탁선임,P형,부스타방식,위탁관리,4.0,0.0,0.0,0.0,0.0,0.0,205.0,82.0,123.0,28.0,무,정문,유,부,,가능,서울 도봉구 도봉로 146길 36,029540394,029554322,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",23,23.0,1.0,198.0,0.0,미설치,설치,0.0,2.0,입주민전용,입주민전용,,0시 0분,,23시 59분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|2|(주)에버온|,0.0,2.0,없음
서울특별시,도봉구,,방학동,A10024822,송학휴스테이아파트,아파트,서울특별시 도봉구 방학동 636 송학휴스테이아파트,1354.0,서울특별시 도봉구 도당로15길 36,분양,20161201.0,20200707,3,134.0,134.0,0.0,0,0.0,자치관리,개별난방,계단식,(주)에스에이치건설,성삼연립주택조합, , ,자치관리,1.0,자치관리,2.0,,자치관리,1.0,,음식물쓰레기종량제,위탁관리,,6,분무식,철근콘크리트구조,875,종합계약,위탁선임,P형,부스타방식,위탁관리,7.0,0.0,0.0,0.0,0.0,0.0,101.0,39.0,62.0,52.0,무,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울시 도봉구 도당로 15길 36 관리사무소,029540816,029540819,"관리사무소, 노인정, 주민공동시설, 자전거보관소",8,8.0,1.0,110.0,1.0,설치,미설치,4.0,0.0,입주민전용,,0시 0분,,24시 0분,,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|4|sk브로드밴드/홈앤|,4.0,0.0,없음
서울특별시,도봉구,,방학동,A10026856,신동아 타워 아파트,아파트,서울특별시 도봉구 방학동 736 신동아 타워 아파트,1359.0,서울특별시 도봉구 방학로 210,분양,19970825.0,20170831,1,104.0,104.0,0.0,0,0.0,위탁관리,,복도식,신동아건설,신동아건설,서림주택관리(주),1088138338,위탁관리,4.0,위탁관리,2.0,서림주택관리(주),위탁관리,1.0,서림주택관리(주),거점장비수거방식,위탁관리,(주)에스엔산업,12,"도포식,기구부착식",철근콘크리트구조,630,종합계약,위탁선임,P형,고가수조식,위탁관리,2.0,0.0,0.0,0.0,2.0,0.0,114.0,2.0,112.0,24.0,무,서문,유,부,,가능,서울시 도봉구 방학로 210 신동아타워 아파트,0234930591,0234930591,"관리사무소, 어린이놀이터, 휴게시설, 자전거보관소",16,16.0,2.0,188.0,5.0,미설치,설치,0.0,3.0,,입주민전용,시 분,24시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|gs차지비|,0.0,3.0,없음
서울특별시,도봉구,,방학동,A10021809,신우빌라,연립주택,"서울특별시 도봉구 방학동 318-44,서울특별시 도봉구 방학동 318-2 신우빌라",,,분양,19860807.0,20241118,18,255.0,255.0,0.0,0,0.0,자치관리(직영),개별난방,계단식,모름,모름, , ,자치관리(직영),1.0,자치관리,,,자치관리,0.0,,음식물쓰레기종량제,자치관리,,,-,조적구조,765,기타,기타,기타,수도직결식,,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,0.0,8.0,무,정문,무,,,가능,방학로10길39,0234937808,0234937808,"어린이놀이터, 기타",3,,0.0,0.0,0.0,미설치,미설치,0.0,0.0,,,시 분,시 분,시 분,시 분,,,,없음
서울특별시,도봉구,,창동,A13204502,북한산한신휴플러스,아파트,서울특별시 도봉구 창동 826 북한산한신휴플러스,1400.0,서울특별시 도봉구 도봉로136가길 73,분양,20070731.0,20090511,2,194.0,194.0,0.0,0,0.0,위탁관리,개별난방,계단식,한신공영(주),오엘디앤씨(주),우리관리(주),1148123107,위탁관리,3.0,위탁관리,3.0,듀델코리아,위탁관리,2.0,대온관리,차량수거방식,위탁관리,,4,분무식,철근콘크리트구조,900,단일계약,위탁선임,R형,부스타방식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,332.0,31.0,301.0,101.0,무,정문,무,,,가능,서울시 도봉구 도봉로 136 가길 73(창동),029024324,029024325,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소, 기타",23,23.0,2.0,310.0,4.0,미설치,설치,0.0,8.0,,입주민전용,,0시 1분,,23시 55분,◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|8|클린일렉스|,0.0,8.0,없음
서울특별시,도봉구,,창동,A13204408,상계17단지,아파트,서울특별시 도봉구 창동 38 상계17단지,1489.0,서울특별시 도봉구 덕릉로66길 17,분양,19890731.0,20090511,11,1980.0,1980.0,0.0,0,0.0,위탁관리,중앙난방,복도식,대한주택공사,대한주택공사,서일개발,2158112581,위탁관리,16.0,위탁관리,22.0,백송종합관리,위탁관리,12.0,,차량수거방식,위탁관리,,12,"도포식,분무식,독이식",철근콘크리트구조,2740,단일계약,상주선임,P형,부스타방식,위탁관리,22.0,0.0,0.0,0.0,0.0,0.0,537.0,537.0,0.0,59.0,무,정문,무,,,가능,서울시 도봉구 덕릉로 66길 17,029954316,029058064,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,15.0,0.0,1214.0,0.0,미설치,미설치,0.0,0.0,,,시 분,시 분,시 분,시 분,,,,없음
서울특별시,도봉구,,창동,A13204203,창동건영캐스빌,아파트,서울특별시 도봉구 창동 635-42 창동건영캐스빌,1462.0,서울특별시 도봉구 우이천로20길 7,분양,20020819.0,20090511,6,300.0,300.0,0.0,0,0.0,위탁관리,개별난방,혼합식,(주)건영,청학재건축조합,광인산업(주),2118612532,위탁관리,4.0,위탁관리,4.0,(주)동남시큐리티,위탁관리,4.0,,음식물쓰레기종량제,위탁관리,,4,"분무식,기구부착식",철근콘크리트구조,1450,단일계약,상주선임,P형,부스타방식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,390.0,29.0,361.0,46.0,무,정문,무,,,가능,서울시 도봉구 우이천로 20길 7,029001653,029001654,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,19.0,2.0,405.0,5.0,설치,설치,3.0,5.0,입주민전용,입주민전용,0시 0분,0시 0분,23시 59분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|(주)이지차저|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|2|(주)차지비|,◆3◆|지상|벽부형충전기|AC단상 5핀|완속|3|(주)차지비|",3.0,5.0,없음
서울특별시,도봉구,,창동,A13204201,창동금용,아파트,서울특별시 도봉구 창동 809 창동금용,1472.0,서울특별시 도봉구 우이천로 200,분양,19970509.0,20090511,1,183.0,183.0,0.0,0,0.0,자치관리,개별난방,혼합식,금용종합건설주식회사,금용, , ,자치관리,3.0,자치관리,3.0,,위탁관리,2.0,티엔크린(주),차량수거방식,위탁관리,티엔크린(주),12,"분무식,기구부착식",철근콘크리트구조,750,단일계약,위탁선임,P형,고가수조식,위탁관리,4.0,0.0,0.0,0.0,0.0,0.0,193.0,55.0,138.0,23.0,무,정문,무,,,가능,서울 도봉구 우이천로 200,029982850,029959596,"관리사무소, 노인정, 어린이놀이터",19,19.0,2.0,226.0,1.0,미설치,설치,0.0,4.0,,외부인허용,,0시 0분,,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|한국알박(주)|,0.0,4.0,없음
서울특별시,도봉구,,창동,A13290404,창동금호어울림,아파트,서울특별시 도봉구 창동 823 창동금호어울림,1401.0,서울특별시 도봉구 도봉로136가길 68,분양,20040105.0,20090511,7,299.0,299.0,0.0,0,0.0,위탁관리,개별난방,계단식,금호건설(주),대한토지신탁(주),서림주택관리(주),1088138338,위탁관리,4.0,위탁관리,4.0,(주)듀델코리아,위탁관리,4.0,(주)에스제이두웰,음식물쓰레기종량제,위탁관리,(주)굿에어테크,12,분무식,철근콘크리트구조,1300,단일계약,위탁선임,GR형,고가수조식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,413.0,124.0,289.0,82.0,유,정문,유,부,긴급자동차가 출입가능하도록 사전에 차량번호를 출입가능차량명부에 등록하는 경우,가능,서울시 도봉구 도봉로 136가길 68,029962365,029960131,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,21.0,1.0,408.0,7.0,미설치,설치,0.0,4.0,,입주민전용,,24시 0분,,24시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|4|(주)파워큐브코리아|,0.0,4.0,있음
서울특별시,도봉구,,창동,A13204501,창동대동,아파트,서울특별시 도봉구 창동 811 창동대동,1397.0,서울특별시 도봉구 도봉로 642-30,분양,19990619.0,20090511,2,188.0,188.0,0.0,0,0.0,위탁관리,개별난방,혼합식,(주)대동,창5동재건축주택조합,(주)서일개발,2158112581,위탁관리,2.0,위탁관리,2.0,주식회사태경종합관리,위탁관리,2.0,,음식물쓰레기종량제,위탁관리,,12,분무식,철근콘크리트구조,650,단일계약,위탁선임,P형,고가수조식,위탁관리,4.0,0.0,0.0,0.0,0.0,0.0,213.0,32.0,181.0,32.0,무,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울시 도봉구 도봉로 642-30,029957267,0262317267,"관리사무소, 노인정, 자전거보관소",19,19.0,2.0,201.0,7.0,미설치,설치,0.0,11.0,,입주민전용,,0시 1분,,23시 59분,"◆1◆|지하|스탠드형충전기|직접입력|완속|2|kepco|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|9|플러그링크|",0.0,11.0,없음
서울특별시,도봉구,,창동,A13204001,창동대림,아파트,서울특별시 도봉구 창동 822 창동대림,1399.0,서울특별시 도봉구 노해로63길 75,분양,20031008.0,20090511,4,205.0,205.0,0.0,0,0.0,위탁관리,개별난방,계단식,31385,(주)삼호,대한종합개발(주),1148101215,위탁관리,2.0,위탁관리,2.0,(주)대온,위탁관리,2.0,(주)대온,차량수거방식,위탁관리,동서환경(주),12,"도포식,분무식,기구부착식,독이식",철근콘크리트구조,650,종합계약,위탁선임,P형,부스타방식,위탁관리,5.0,0.0,0.0,0.0,0.0,0.0,247.0,94.0,153.0,32.0,무,정문,유,여,,가능,서울특별시 중랑구 동일로114길 38 (상봉동),029043900,029043901,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",24,24.0,2.0,192.0,9.0,미설치,설치,0.0,6.0,,외부인허용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|9|GS커넥트|,0.0,9.0,없음
서울특별시,도봉구,,창동,A13204204,창동대우,아파트,서울특별시 도봉구 창동 804 창동대우,1465.0,서울특별시 도봉구 덕릉로63가길 43,분양,19951124.0,20090511,7,952.0,952.0,0.0,0,0.0,위탁관리,개별난방,계단식,대우건설,중부주택,서림주택관리(주),1088138338,위탁관리,9.0,위탁관리,12.0,(주)유케이개발,위탁관리,9.0,,음식물쓰레기종량제,위탁관리,,12,-,철근콘크리트구조,3250,단일계약,상주선임,R형,부스타방식,위탁관리,28.0,0.0,0.0,0.0,0.0,0.0,1016.0,277.0,739.0,125.0,무,동문,유,부,긴급자동차가 출입가능하도록 사전에 차량번호를 출입가능차량명부에 등록하는 경우,가능,서울특별시 도봉구 창2동 804번지,029986973,029004361,"관리사무소, 노인정, 어린이놀이터, 유치원",19,19.0,0.0,1039.0,8.0,미설치,설치,0.0,21.0,외부인허용,입주민전용,,0시 10분,,23시 10분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|20|지넥스컨넥드|,0.0,20.0,없음
서울특별시,도봉구,,창동,A13272201,창동대우그린아파트,아파트,서울특별시 도봉구 창동 814 창동대우그린아파트,1423.0,서울특별시 도봉구 덕릉로 371,분양,20001130.0,20091007,5,366.0,366.0,0.0,0,0.0,위탁관리,개별난방,계단식,대우건설,창동대우그린 조합주택,율산개발(주),1288114567,위탁관리,4.0,위탁관리,4.0,듀델코리아,위탁관리,3.0,,음식물쓰레기종량제,위탁관리,,12,분무식,철근콘크리트구조,1185,단일계약,위탁선임,R형,고가수조식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,371.0,76.0,295.0,32.0,무,후문,무,,,가능,서울시 도봉구 덕릉로 371 (창동),029988572,029988460,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,21.0,2.0,371.0,5.0,미설치,설치,5.0,5.0,,입주민전용,시 분,6시 1분,시 분,6시 1분,◆1◆|지하|벽부형충전기|DC차데모 10핀|완속|5|이지차저|,0.0,5.0,없음
서울특별시,도봉구,,창동,A13290003,창동동아,아파트,서울특별시 도봉구 창동 26 창동동아,1416.0,서울특별시 도봉구 노해로70길 12,분양,19881229.0,20090511,6,600.0,600.0,0.0,0,0.0,위탁관리,지역난방,계단식,공영토건주식회사,동아건설,한국주택시설관리(주),2138122157,위탁관리,8.0,위탁관리,7.0,(주)한국보안컬설팅,위탁관리,6.0,(주)에코그린티엠,음식물쓰레기종량제,위탁관리,,12,"도포식,분무식",철근콘크리트구조,2325,단일계약,상주선임,P형,부스타방식,위탁관리,20.0,0.0,0.0,0.0,0.0,0.0,450.0,450.0,0.0,80.0,무,후문,유,여,,가능,서울시 도봉구 노해로70길 12,029041785,0262211785,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,15.0,1.0,684.0,6.0,설치,미설치,6.0,0.0,외부인허용,,0시 0분,,23시 59분,,"◆1◆|지상|스탠드형충전기|직접입력|완속|3|한국전자금융(주)|,◆2◆|지상|스탠드형충전기|직접입력|완속|3|한국전자금융(주)|",6.0,0.0,없음
서울특별시,도봉구,,창동,A13204506,창동동아그린,아파트,서울특별시 도봉구 창동 805 창동동아그린,1399.0,서울특별시 도봉구 노해로63다길 34,분양,19961130.0,20090511,3,449.0,449.0,0.0,0,0.0,위탁관리,개별난방,계단식,동아종합환경(주),창동동아연합주택조합,대원종합관리(주),1178106882,위탁관리,5.0,위탁관리,6.0,새롬에스앤씨(주),위탁관리,4.0,,차량수거방식,위탁관리,,12,"도포식,분무식,독이식",철근콘크리트구조,1600,단일계약,상주선임,P형,고가수조식,위탁관리,13.0,0.0,0.0,0.0,0.0,0.0,397.0,161.0,236.0,97.0,유,정문,유,부,관리자 등이 긴급자동차임을 확인한 후 차단기를 수동으로 개방해 주는 경우,불가능,서울 도봉구 창5동 805번지,029978171,029978172,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",17,17.0,2.0,397.0,2.0,미설치,설치,0.0,3.0,,입주민전용,,9시 0분,,9시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|SK브로드밴드홈앤서|,0.0,3.0,없음
서울특별시,도봉구,,창동,A13204409,창동동아청솔,아파트,서울특별시 도봉구 창동 808 창동동아청솔,1411.0,서울특별시 도봉구 노해로69길 103,분양,19970324.0,20090511,18,1981.0,1981.0,0.0,0,0.0,위탁관리,지역난방,혼합식,동아건설산업(주),동아건설산업(주),동우씨엠(주) 서울지점,2348504192,위탁관리,15.0,위탁관리,37.0,탄천산업,위탁관리,22.0,크린서비스,음식물쓰레기종량제,위탁관리,와이브시스템,4,분무식,철근콘크리트구조,5200,단일계약,상주선임,P형,부스타방식,위탁관리,36.0,0.0,0.0,0.0,0.0,0.0,2300.0,1030.0,1270.0,250.0,무,정문,유,여,,가능,서울특별시 도봉구 노해로69길 103,029958379,029981206,,24,24.0,2.0,3007.0,3.0,설치,설치,5.0,18.0,,,0시 0분,0시 0분,23시 59분,23시 59분,"◆1◆|지상|스탠드형충전기|직접입력|급속|2|한국전력|,◆2◆|지상|스탠드형충전기|직접입력|완속|3|한국전력|,◆3◆|지하|스탠드형충전기|직접입력|완속|18|차지비|",5.0,18.0,없음
서울특별시,도봉구,,창동,A13204510,창동북한산아이파크,아파트,서울특별시 도봉구 창동 825 창동북한산아이파크,1398.0,서울특별시 도봉구 도봉로136길 28,분양,20040730.0,20090511,25,2061.0,2061.0,0.0,0,0.0,위탁관리,개별난방,계단식,"삼풍물산(주), 현대산업개발(주)",현대산업개발(주),주식회사 동우개발,2108124699,위탁관리,14.0,위탁관리,27.0,(주)동익,위탁관리,27.0,삼우안전관리(유),차량수거방식,위탁관리,(주)21세기매니지먼트,4,도포식,철근콘크리트구조,6500,종합계약,상주선임,R형,부스타방식,위탁관리,50.0,0.0,0.0,0.0,0.0,0.0,3210.0,222.0,2988.0,316.0,무,정문,유,부,긴급자동차가 출입가능하도록 사전에 차량번호를 출입가능차량명부에 등록하는 경우,가능,서울. 도봉구 도봉로 136길 28 (창동),029944596,029944615,"관리사무소, 노인정, 문고, 어린이놀이터",24,24.0,2.0,2988.0,21.0,미설치,설치,60.0,5.0,,입주민전용,시 분,0시 24분,시 분,0시 24분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|(주)차지비|,0.0,5.0,없음
서울특별시,도봉구,,창동,A13204103,창동삼성,아파트,서울특별시 도봉구 창동 45 창동삼성,1422.0,서울특별시 도봉구 노해로66길 21,분양,19920731.0,20090511,18,1668.0,1668.0,0.0,0,0.0,위탁관리,지역난방,계단식,삼성종합건설주식회사,삼성직장주택조합,우리관리(주),1148123107,위탁관리,14.0,위탁관리,22.0,예주산업(주),위탁관리,12.0,,음식물쓰레기종량제,위탁관리,,4,"분무식,독이식",철근콘크리트구조,4350,단일계약,상주선임,R형,부스타방식,위탁관리,42.0,0.0,0.0,0.0,42.0,0.0,1252.0,727.0,525.0,192.0,무,정문,유,여,,가능,도봉구 노해로 66길 21,029995058,0262215058,"관리사무소, 노인정, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",21,21.0,1.0,1899.0,10.0,미설치,설치,0.0,20.0,,입주민전용,,0시 1분,,23시 59분,◆1◆|지하|벽부형충전기|직접입력|완속|20|1|,0.0,20.0,없음
서울특별시,도봉구,,창동,A13204507,창동상아1차,아파트,서울특별시 도봉구 창동 299 창동상아1차,1402.0,서울특별시 도봉구 해등로 118,분양,19871127.0,20090511,5,694.0,694.0,0.0,0,0.0,위탁관리,개별난방,혼합식,효성,(주)동성,에이제이대원 주식회사,1178106882,위탁관리,6.0,위탁관리,9.0,(주)백송종합관리,위탁관리,4.0,,음식물쓰레기종량제,위탁관리,,12,도포식,철근콘크리트구조,1350,단일계약,상주선임,기타,부스타방식,위탁관리,10.0,0.0,0.0,0.0,0.0,0.0,350.0,350.0,0.0,21.0,무,정문,무,,,가능,서울시도봉구창5동299번지,029062953,029919274,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",14,14.0,0.0,603.0,3.0,미설치,미설치,0.0,0.0,,,,,,,,,,없음
서울특별시,도봉구,,창동,A13204505,창동상아2차,아파트,서울특별시 도봉구 창동 300 창동상아2차,1403.0,서울특별시 도봉구 노해로63가길 7,분양,19880211.0,20090511,4,427.0,427.0,0.0,0,0.0,자치관리,개별난방,혼합식,동성,동성, , ,자치관리,5.0,자치관리,3.0,,자치관리,3.0,,음식물쓰레기종량제,위탁관리,거문환경,12,"분무식,독이식",철근콘크리트구조,1150,단일계약,위탁선임,P형,부스타방식,위탁관리,9.0,0.0,0.0,0.0,0.0,0.0,240.0,240.0,0.0,50.0,무,정문,유,여,,가능,서울시 도봉구 노해로63가길 7,029060726,0262310726,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",12,12.0,0.0,378.0,2.0,설치,미설치,5.0,0.0,외부인허용,,0시 0분,,23시 0분,,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|5|대영 차처|,5.0,0.0,있음
서울특별시,도봉구,,창동,A10026109,창동서울가든아파트,아파트,서울특별시 도봉구 창동 366 창동서울가든아파트,1425.0,서울특별시 도봉구 해등로 32,분양,19920806.0,20180824,8,160.0,160.0,0.0,0,0.0,자치관리,개별난방,계단식,뉴삼익건설산업,뉴삼익건설산업, , ,자치관리,9.0,자치관리,4.0,,자치관리,2.0,,차량수거방식,위탁관리,,4,"도포식,분무식,독이식",철근콘크리트구조,69,단일계약,위탁선임,P형,수도직결식,,,0.0,0.0,0.0,0.0,0.0,310.0,131.0,179.0,32.0,무,정문,유,부,긴급자동차가 출입가능하도록 사전에 차량번호를 출입가능차량명부에 등록하는 경우,가능,서울 도봉구 창동 366,029983536,029933536,관리사무소,5,5.0,1.0,220.0,1.0,미설치,미설치,0.0,0.0,,,,,,,,,,없음
서울특별시,도봉구,,창동,A13292701,창동성원,아파트,서울특별시 도봉구 창동 743-15 창동성원,1408.0,서울특별시 도봉구 마들로16길 56,분양,20010602.0,20090511,2,194.0,194.0,0.0,0,0.0,위탁관리,개별난방,계단식,성원건설,성원건설,(주)한빛관리,2128138660,위탁관리,3.0,자치관리,4.0,,자치관리,2.0,,,위탁관리,,12,-,철근콘크리트구조,910,단일계약,위탁선임,P형,고가수조식,위탁관리,6.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,218.0,30.0,무,정문,유,여,,가능,서울시 도봉구 창동 743-15,029972079,029972079,"관리사무소, 노인정, 어린이놀이터",17,17.0,2.0,218.0,2.0,미설치,설치,0.0,5.0,,,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|5|sk|,0.0,5.0,없음
